date,RdP1-E_Grid,RdP1 - EArray,RdP2-E_Grid,RdP2 - EArray,RdPTotal - Earray,RdPTotal - E_grid,SMF-Cajazeiras
07/10/2023 05:00,624.19,895.16,594.26,864.68,1759.84,1218.45,2726.45567
07/10/2023 06:00,12842,13494,12638,13274,26768,25480,28178.77588
07/10/2023 07:00,19000,20031,18939,19952,39983,37939,44224.70093
07/10/2023 08:00,27835,29649,27830,29612,59261,55665,49122.9624
07/10/2023 09:00,29353,31331,29733,31715,63046,59086,54511.47656
07/10/2023 10:00,29823,31850,30000,32152,64002,59823,58080.75684
07/10/2023 11:00,29530,31523,29928,31928,63451,59458,58587.47363
07/10/2023 12:00,28480,30357,28664,30526,60883,57144,55593.59766
07/10/2023 13:00,25704,27295,25678,27241,54536,51382,46393.13586
07/10/2023 14:00,23200,24558,23162,24494,49052,46362,43575.54175
07/10/2023 15:00,23286,24651,23263,24603,49254,46549,44679.57446
07/10/2023 16:00,9878.8,10387,9587.5,10080,20467,19466.3,14466.57141
07/10/2023 17:00,97.876,357.24,86.683,345.98,703.22,184.559,593.6444
07/10/2023 18:00,0,0,0,0,0,0,0
07/10/2023 19:00,0,0,0,0,0,0,0
07/10/2023 20:00,0,0,0,0,0,0,0
07/10/2023 21:00,0,0,0,0,0,0,0
07/10/2023 22:00,0,0,0,0,0,0,0
07/10/2023 23:00,0,0,0,0,0,0,0
08/10/2023 00:00,0,0,0,0,0,0,0
08/10/2023 01:00,0,0,0,0,0,0,0
08/10/2023 02:00,0,0,0,0,0,0,0
08/10/2023 03:00,0,0,0,0,0,0,0
08/10/2023 04:00,0,0,0,0,0,0,0
08/10/2023 05:00,671.64,943.62,639.96,911.34,1854.96,1311.6,2702.85265
08/10/2023 06:00,11799,12399,11609,12195,24594,23408,26719.2915
08/10/2023 07:00,22715,24035,22680,23976,48011,45395,46525.28833
08/10/2023 08:00,19628,20703,19539,20594,41297,39167,36888.81482
08/10/2023 09:00,28430,30306,28598,30457,60763,57028,51791.40771
08/10/2023 10:00,24841,26352,24793,26275,52627,49634,47893.02783
08/10/2023 11:00,22655,23967,22561,23843,47810,45216,43535.74487
08/10/2023 12:00,24387,25854,24335,25773,51627,48722,45915.92017
08/10/2023 13:00,27731,29525,27729,29492,59017,55460,53588.64795
08/10/2023 14:00,27491,29260,27493,29232,58492,54984,52808.65405
08/10/2023 15:00,21840,23081,21809,23028,46109,43649,42748.92896
08/10/2023 16:00,9773.9,10278,9484.4,9972.7,20250.7,19258.3,14326.24557
08/10/2023 17:00,146.01,406.27,133.77,393.96,800.23,279.78,668.39349
08/10/2023 18:00,0,0,0,0,0,0,0
08/10/2023 19:00,0,0,0,0,0,0,0
08/10/2023 20:00,0,0,0,0,0,0,0
08/10/2023 21:00,0,0,0,0,0,0,0
08/10/2023 22:00,0,0,0,0,0,0,0
08/10/2023 23:00,0,0,0,0,0,0,0
09/10/2023 00:00,0,0,0,0,0,0,0
09/10/2023 01:00,0,0,0,0,0,0,0
09/10/2023 02:00,0,0,0,0,0,0,0
09/10/2023 03:00,0,0,0,0,0,0,0
09/10/2023 04:00,0,0,0,0,0,0,0
09/10/2023 05:00,526.07,794.89,501.47,769.87,1564.76,1027.54,2898.56953
09/10/2023 06:00,6024.9,6410.9,5907.7,6289.1,12700,11932.6,20518.40393
09/10/2023 07:00,24698,26198,24675,26149,52347,49373,41817.42725
09/10/2023 08:00,25253,26806,25220,26744,53550,50473,45755.95898
09/10/2023 09:00,29438,31424,29819,31811,63235,59257,57858.19727
09/10/2023 10:00,29798,31822,30000,32151,63973,59798,57190.44043
09/10/2023 11:00,29453,31437,29850,31841,63278,59303,58499.89648
09/10/2023 12:00,29327,31295,29713,31686,62981,59040,58282.16455
09/10/2023 13:00,28643,30534,28876,30756,61290,57519,56025.77832
09/10/2023 14:00,27471,29237,27471,29206,58443,54942,54194.95361
09/10/2023 15:00,23981,25408,23964,25366,50774,47945,43654.86499
09/10/2023 16:00,10276,10800,9970,10478,21278,20246,14649.97745
09/10/2023 17:00,122.42,382.18,109.57,369.25,751.43,231.99,652.64351
09/10/2023 18:00,0,0,0,0,0,0,0
09/10/2023 19:00,0,0,0,0,0,0,0
09/10/2023 20:00,0,0,0,0,0,0,0
09/10/2023 21:00,0,0,0,0,0,0,0
09/10/2023 22:00,0,0,0,0,0,0,0
09/10/2023 23:00,0,0,0,0,0,0,0
10/10/2023 00:00,0,0,0,0,0,0,0
10/10/2023 01:00,0,0,0,0,0,0,0
10/10/2023 02:00,0,0,0,0,0,0,0
10/10/2023 03:00,0,0,0,0,0,0,0
10/10/2023 04:00,0,0,0,0,0,0,0
10/10/2023 05:00,856.3,1132.8,810.52,1086,2218.8,1666.82,3038.15675
10/10/2023 06:00,12863,13517,12668,13306,26823,25531,28531.78711
10/10/2023 07:00,25432,27003,25415,26959,53962,50847,51896.05811
10/10/2023 08:00,28449,30329,28624,30487,60816,57073,55917.45215
10/10/2023 09:00,29359,31336,29738,31721,63057,59097,57470.87354
10/10/2023 10:00,29562,31559,29953,31957,63516,59515,57878.3042
10/10/2023 11:00,29527,31519,29926,31925,63444,59453,58404.66113
10/10/2023 12:00,28924,30848,29242,31163,62011,58166,54205.8938
10/10/2023 13:00,27150,28884,27143,28847,57731,54293,51317.92969
10/10/2023 14:00,21923,23170,21875,23099,46269,43798,41925.88196
10/10/2023 15:00,21392,22597,21359,22542,45139,42751,41940.32495
10/10/2023 16:00,9797.3,10302,9504.7,9993.4,20295.4,19302,14339.51468
10/10/2023 17:00,138.58,398.67,126.61,386.63,785.3,265.19,688.8464
10/10/2023 18:00,0,0,0,0,0,0,0
10/10/2023 19:00,0,0,0,0,0,0,0
10/10/2023 20:00,0,0,0,0,0,0,0
10/10/2023 21:00,0,0,0,0,0,0,0
10/10/2023 22:00,0,0,0,0,0,0,0
10/10/2023 23:00,0,0,0,0,0,0,0
11/10/2023 00:00,0,0,0,0,0,0,0
11/10/2023 01:00,0,0,0,0,0,0,0
11/10/2023 02:00,0,0,0,0,0,0,0
11/10/2023 03:00,0,0,0,0,0,0,0
11/10/2023 04:00,0,0,0,0,0,0,0
11/10/2023 05:00,794.25,1069.2,756.35,1030.5,2099.7,1550.6,3088.25485
11/10/2023 06:00,12646,13288,12455,13082,26370,25101,28235.84131
11/10/2023 07:00,23147,24506,23115,24449,48955,46262,48880.19019
11/10/2023 08:00,28276,30137,28399,30239,60376,56675,54361.54736
11/10/2023 09:00,29455,31442,29837,31830,63272,59292,57664.38086
11/10/2023 10:00,29663,31671,30000,32072,63743,59663,58036.01562
11/10/2023 11:00,29622,31625,30000,32033,63658,59622,58553.91309
11/10/2023 12:00,29535,31525,29925,31922,63447,59460,58182.56787
11/10/2023 13:00,28232,30081,28342,30168,60249,56574,54444.13184
11/10/2023 14:00,22539,23839,22496,23771,47610,45035,43609.90979
11/10/2023 15:00,14094,14807,14021,14722,29529,28115,28269.11298
11/10/2023 16:00,8838.4,9306.9,8572.5,9028.9,18335.8,17410.9,13937.3768
11/10/2023 17:00,36.472,294.68,27.459,285.66,580.34,63.931,479.43794
11/10/2023 18:00,0,0,0,0,0,0,0
11/10/2023 19:00,0,0,0,0,0,0,0
11/10/2023 20:00,0,0,0,0,0,0,0
11/10/2023 21:00,0,0,0,0,0,0,0
11/10/2023 22:00,0,0,0,0,0,0,0
11/10/2023 23:00,0,0,0,0,0,0,0
12/10/2023 00:00,0,0,0,0,0,0,0
12/10/2023 01:00,0,0,0,0,0,0,0
12/10/2023 02:00,0,0,0,0,0,0,0
12/10/2023 03:00,0,0,0,0,0,0,0
12/10/2023 04:00,0,0,0,0,0,0,0
12/10/2023 05:00,873.44,1150.2,828.09,1103.9,2254.1,1701.53,3020.60131
12/10/2023 06:00,12790,13440,12600,13235,26675,25390,26867.33032
12/10/2023 07:00,25518,27097,25501,27053,54150,51019,47210.96582
12/10/2023 08:00,28465,30347,28644,30510,60857,57109,52009.15381
12/10/2023 09:00,29412,31396,29793,31781,63177,59205,55118.6333
12/10/2023 10:00,29666,31676,30000,32076,63752,59666,56900.5874
12/10/2023 11:00,29508,31498,29906,31903,63401,59414,58043.45752
12/10/2023 12:00,29364,31335,29750,31727,63062,59114,57980.9082
12/10/2023 13:00,25665,27251,25639,27197,54448,51304,51177.2688
12/10/2023 14:00,28200,30042,28308,30128,60170,56508,54746.5459
12/10/2023 15:00,24150,25591,24133,25550,51141,48283,44344.16797
12/10/2023 16:00,7524.7,7952.8,7296.6,7716.7,15669.5,14821.3,12540.71411
12/10/2023 17:00,31.141,289.25,23.422,281.54,570.79,54.563,498.27365
12/10/2023 18:00,0,0,0,0,0,0,0
12/10/2023 19:00,0,0,0,0,0,0,0
12/10/2023 20:00,0,0,0,0,0,0,0
12/10/2023 21:00,0,0,0,0,0,0,0
12/10/2023 22:00,0,0,0,0,0,0,0
12/10/2023 23:00,0,0,0,0,0,0,0
13/10/2023 00:00,0,0,0,0,0,0,0
13/10/2023 01:00,0,0,0,0,0,0,0
13/10/2023 02:00,0,0,0,0,0,0,0
13/10/2023 03:00,0,0,0,0,0,0,0
13/10/2023 04:00,0,0,0,0,0,0,0
13/10/2023 05:00,592.04,862.09,564.51,834.08,1696.17,1156.55,1907.76378
13/10/2023 06:00,7528.5,7959.7,7394.6,7820.3,15780,14923.1,15282.91428
13/10/2023 07:00,24529,26012,24505,25962,51974,49034,41545.90894
13/10/2023 08:00,28467,30348,28642,30507,60855,57109,49535.85962
13/10/2023 09:00,29248,31212,29625,31593,62805,58873,54195.01807
13/10/2023 10:00,29347,31321,29733,31713,63034,59080,56380.37646
13/10/2023 11:00,29341,31312,29735,31712,63024,59076,57533.86816
13/10/2023 12:00,28012,29837,28068,29865,59702,56080,52961.83789
13/10/2023 13:00,29011,30941,29354,31284,62225,58365,55899.2334
13/10/2023 14:00,26868,28572,26866,28541,57113,53734,52159.19287
13/10/2023 15:00,23896,25315,23878,25271,50586,47774,41877.0769
13/10/2023 16:00,9762.4,10265,9467.2,9954,20219,19229.6,13515.79944
13/10/2023 17:00,68.243,327,58.084,316.81,643.81,126.327,511.04823
13/10/2023 18:00,0,0,0,0,0,0,0
13/10/2023 19:00,0,0,0,0,0,0,0
13/10/2023 20:00,0,0,0,0,0,0,0
13/10/2023 21:00,0,0,0,0,0,0,0
13/10/2023 22:00,0,0,0,0,0,0,0
13/10/2023 23:00,0,0,0,0,0,0,0
14/10/2023 00:00,0,0,0,0,0,0,0
14/10/2023 01:00,0,0,0,0,0,0,0
14/10/2023 02:00,0,0,0,0,0,0,0
14/10/2023 03:00,0,0,0,0,0,0,0
14/10/2023 04:00,0,0,0,0,0,0,0
14/10/2023 05:00,882.46,1159.3,836.31,1112.2,2271.5,1718.77,3085.33554
14/10/2023 06:00,12832,13484,12647,13284,26768,25479,27104.00732
14/10/2023 07:00,24815,26326,24791,26276,52602,49606,47085.85132
14/10/2023 08:00,28422,30299,28587,30446,60745,57009,52006.91895
14/10/2023 09:00,29254,31219,29631,31600,62819,58885,55273.07812
14/10/2023 10:00,29530,31524,29920,31921,63445,59450,57087.83447
14/10/2023 11:00,29390,31367,29785,31768,63135,59175,58124.08203
14/10/2023 12:00,29142,31089,29523,31474,62563,58665,57721.38232
14/10/2023 13:00,28566,30449,28777,30646,61095,57343,56508.11865
14/10/2023 14:00,27381,29137,27379,29105,58242,54760,53936.69141
14/10/2023 15:00,23139,24490,23114,24441,48931,46253,41876.50537
14/10/2023 16:00,2261.4,2558.7,2195.5,2491.9,5050.6,4456.9,6098.51328
14/10/2023 17:00,0,0,0,0,0,0,149.40522
14/10/2023 18:00,0,0,0,0,0,0,0
14/10/2023 19:00,0,0,0,0,0,0,0
14/10/2023 20:00,0,0,0,0,0,0,0
14/10/2023 21:00,0,0,0,0,0,0,0
14/10/2023 22:00,0,0,0,0,0,0,0
14/10/2023 23:00,0,0,0,0,0,0,0
15/10/2023 00:00,0,0,0,0,0,0,0
15/10/2023 01:00,0,0,0,0,0,0,0
15/10/2023 02:00,0,0,0,0,0,0,0
15/10/2023 03:00,0,0,0,0,0,0,0
15/10/2023 04:00,0,0,0,0,0,0,0
15/10/2023 05:00,527.68,796.42,503.87,772.23,1568.65,1031.55,1811.93761
15/10/2023 06:00,11421,12003,11251,11821,23824,22672,23865.9809
15/10/2023 07:00,17569,18501,17498,18413,36914,35067,33464.36371
15/10/2023 08:00,22769,24092,22711,24008,48100,45480,41032.92615
15/10/2023 09:00,29368,31347,29747,31731,63078,59115,56025.63574
15/10/2023 10:00,29416,31398,29803,31791,63189,59219,57739.88574
15/10/2023 11:00,29288,31254,29679,31652,62906,58967,58167.92529
15/10/2023 12:00,28825,30738,29111,31019,61757,57936,54308.07788
15/10/2023 13:00,23700,25102,23646,25021,50123,47346,40420.7677
15/10/2023 14:00,10758,11305,10641,11179,22484,21399,21623.09991
15/10/2023 15:00,9059.1,9535.2,8975.5,9444.9,18980.1,18034.6,22123.30615
15/10/2023 16:00,4872,5224.5,4726.8,5074.9,10299.4,9598.8,8108.45189
15/10/2023 17:00,0,0,0,0,0,0,195.37237
15/10/2023 18:00,0,0,0,0,0,0,0
15/10/2023 19:00,0,0,0,0,0,0,0
15/10/2023 20:00,0,0,0,0,0,0,0
15/10/2023 21:00,0,0,0,0,0,0,0
15/10/2023 22:00,0,0,0,0,0,0,0
15/10/2023 23:00,0,0,0,0,0,0,0
16/10/2023 00:00,0,0,0,0,0,0,0
16/10/2023 01:00,0,0,0,0,0,0,0
16/10/2023 02:00,0,0,0,0,0,0,0
16/10/2023 03:00,0,0,0,0,0,0,0
16/10/2023 04:00,0,0,0,0,0,0,0
16/10/2023 05:00,991.58,1271.2,940.32,1218.8,2490,1931.9,3592.70937
16/10/2023 06:00,13202,13873,13018,13674,27547,26220,29804.01294
16/10/2023 07:00,25953,27575,25937,27532,55107,51890,52247.4646
16/10/2023 08:00,28867,30793,29159,31079,61872,58026,55142.66992
16/10/2023 09:00,29736,31755,30000,32146,63901,59736,53919.54688
16/10/2023 10:00,25428,26995,25387,26925,53920,50815,44656.91187
16/10/2023 11:00,26814,28517,26819,28495,57012,53633,51631.09839
16/10/2023 12:00,27954,29774,27988,29779,59553,55942,52513.63599
16/10/2023 13:00,27585,29363,27581,29329,58692,55166,49217.52979
16/10/2023 14:00,27217,28958,27215,28926,57884,54432,48903.28271
16/10/2023 15:00,17315,18222,17254,18147,36369,34569,36096.8468
16/10/2023 16:00,6035.1,6419,5852.2,6229.8,12648.8,11887.3,10589.17935
16/10/2023 17:00,28.737,286.79,20.947,279.02,565.81,49.684,480.27609
16/10/2023 18:00,0,0,0,0,0,0,0
16/10/2023 19:00,0,0,0,0,0,0,0
16/10/2023 20:00,0,0,0,0,0,0,0
16/10/2023 21:00,0,0,0,0,0,0,0
16/10/2023 22:00,0,0,0,0,0,0,0
16/10/2023 23:00,0,0,0,0,0,0,0
17/10/2023 00:00,0,0,0,0,0,0,0
17/10/2023 01:00,0,0,0,0,0,0,0
17/10/2023 02:00,0,0,0,0,0,0,0
17/10/2023 03:00,0,0,0,0,0,0,0
17/10/2023 04:00,0,0,0,0,0,0,0
17/10/2023 05:00,1048.6,1329.9,994.9,1275,2604.9,2043.5,3753.5619
17/10/2023 06:00,14030,14746,13842,14541,29287,27872,31119.93774
17/10/2023 07:00,26906,28624,26899,28587,57211,53805,52457.80029
17/10/2023 08:00,29160,31118,29535,31495,62613,58695,56015.51318
17/10/2023 09:00,29884,31919,30000,32156,64075,59884,57140.66211
17/10/2023 10:00,29514,31507,29903,31902,63409,59417,57001.35547
17/10/2023 11:00,28916,30842,29238,31162,62004,58154,55356.96313
17/10/2023 12:00,28529,30411,28727,30594,61005,57256,55856.64331
17/10/2023 13:00,24243,25696,24195,25619,51315,48438,45864.96997
17/10/2023 14:00,23579,24970,23543,24908,49878,47122,46105.22876
17/10/2023 15:00,22089,23350,22057,23295,46645,44146,40633.94739
17/10/2023 16:00,11175,11741,10832,11378,23119,22007,14563.84874
17/10/2023 17:00,0,221.1,0,215.77,436.87,0,335.1192
17/10/2023 18:00,0,0,0,0,0,0,0
17/10/2023 19:00,0,0,0,0,0,0,0
17/10/2023 20:00,0,0,0,0,0,0,0
17/10/2023 21:00,0,0,0,0,0,0,0
17/10/2023 22:00,0,0,0,0,0,0,0
17/10/2023 23:00,0,0,0,0,0,0,0
18/10/2023 00:00,0,0,0,0,0,0,0
18/10/2023 01:00,0,0,0,0,0,0,0
18/10/2023 02:00,0,0,0,0,0,0,0
18/10/2023 03:00,0,0,0,0,0,0,0
18/10/2023 04:00,0,0,0,0,0,0,0
18/10/2023 05:00,1101.6,1384.1,1042.6,1323.7,2707.8,2144.2,3862.70354
18/10/2023 06:00,13193,13863,13014,13669,27532,26207,29597.37769
18/10/2023 07:00,23298,24669,23266,24611,49280,46564,50389.73145
18/10/2023 08:00,28483,30366,28662,30529,60895,57145,54674.63574
18/10/2023 09:00,29310,31280,29689,31663,62943,58999,56884.20068
18/10/2023 10:00,29543,31537,29934,31934,63471,59477,57863.1626
18/10/2023 11:00,29457,31441,29852,31842,63283,59309,57973.08398
18/10/2023 12:00,29248,31207,29631,31594,62801,58879,57430.83057
18/10/2023 13:00,28032,29857,28081,29879,59736,56113,54901.41846
18/10/2023 14:00,25118,26651,25096,26602,53253,50214,49622.69556
18/10/2023 15:00,21911,23157,21878,23102,46259,43789,41300.74487
18/10/2023 16:00,9604.3,10101,9309.6,9790.5,19891.5,18913.9,14000.40509
18/10/2023 17:00,126.44,386.3,113.58,373.35,759.65,240.02,690.07118
18/10/2023 18:00,0,0,0,0,0,0,0
18/10/2023 19:00,0,0,0,0,0,0,0
18/10/2023 20:00,0,0,0,0,0,0,0
18/10/2023 21:00,0,0,0,0,0,0,0
18/10/2023 22:00,0,0,0,0,0,0,0
18/10/2023 23:00,0,0,0,0,0,0,0
19/10/2023 00:00,0,0,0,0,0,0,0
19/10/2023 01:00,0,0,0,0,0,0,0
19/10/2023 02:00,0,0,0,0,0,0,0
19/10/2023 03:00,0,0,0,0,0,0,0
19/10/2023 04:00,0,0,0,0,0,0,0
19/10/2023 05:00,630.6,901.61,602.38,872.89,1774.5,1232.98,1962.6112
19/10/2023 06:00,3103.3,3417.4,3034.2,3346.6,6764,6137.5,6338.40002
19/10/2023 07:00,15909,16733,15827,16637,33370,31736,34666.47919
19/10/2023 08:00,27535,29315,27525,29274,58589,55060,50271.89526
19/10/2023 09:00,28423,30296,28588,30444,60740,57011,51911.0813
19/10/2023 10:00,21516,22732,21405,22593,45325,42921,39662.97876
19/10/2023 11:00,24704,26200,24667,26136,52336,49371,42737.41113
19/10/2023 12:00,18429,19413,18269,19229,38642,36698,31851.11646
19/10/2023 13:00,18091,19051,17962,18902,37953,36053,36977.40039
19/10/2023 14:00,9875.9,10384,9760.7,10261,20645,19636.6,21019.27673
19/10/2023 15:00,8076.6,8521.2,7992.6,8432.8,16954,16069.2,20853.57556
19/10/2023 16:00,5680.5,6054.6,5507.8,5876.3,11930.9,11188.3,9865.20477
19/10/2023 17:00,53.955,312.5,45.357,303.9,616.4,99.312,527.79873
19/10/2023 18:00,0,0,0,0,0,0,0
19/10/2023 19:00,0,0,0,0,0,0,0
19/10/2023 20:00,0,0,0,0,0,0,0
19/10/2023 21:00,0,0,0,0,0,0,0
19/10/2023 22:00,0,0,0,0,0,0,0
19/10/2023 23:00,0,0,0,0,0,0,0
20/10/2023 00:00,0,0,0,0,0,0,0
20/10/2023 01:00,0,0,0,0,0,0,0
20/10/2023 02:00,0,0,0,0,0,0,0
20/10/2023 03:00,0,0,0,0,0,0,0
20/10/2023 04:00,0,0,0,0,0,0,0
20/10/2023 05:00,1016,1295.9,964.12,1243,2538.9,1980.12,3144.67266
20/10/2023 06:00,5959.3,6343.2,5851.1,6230.8,12574,11810.4,12623.82281
20/10/2023 07:00,13348,14025,13257,13924,27949,26605,23757.7489
20/10/2023 08:00,23072,24421,23015,24338,48759,46087,42940.3894
20/10/2023 09:00,25125,26663,25075,26584,53247,50200,45017.03271
20/10/2023 10:00,22159,23428,22052,23291,46719,44211,41064.73706
20/10/2023 11:00,23089,24437,22996,24314,48751,46085,40217.8335
20/10/2023 12:00,25248,26795,25207,26725,53520,50455,46787.90601
20/10/2023 13:00,22766,24085,22703,23996,48081,45469,44954.47729
20/10/2023 14:00,27378,29134,27376,29102,58236,54754,46506.99878
20/10/2023 15:00,21956,23206,21922,23150,46356,43878,38856.47137
20/10/2023 16:00,7326.7,7748.9,7100.3,7514.4,15263.3,14427,12741.95923
20/10/2023 17:00,86.115,345.22,75.331,334.39,679.61,161.446,580.90641
20/10/2023 18:00,0,0,0,0,0,0,0
20/10/2023 19:00,0,0,0,0,0,0,0
20/10/2023 20:00,0,0,0,0,0,0,0
20/10/2023 21:00,0,0,0,0,0,0,0
20/10/2023 22:00,0,0,0,0,0,0,0
20/10/2023 23:00,0,0,0,0,0,0,0
21/10/2023 00:00,0,0,0,0,0,0,0
21/10/2023 01:00,0,0,0,0,0,0,0
21/10/2023 02:00,0,0,0,0,0,0,0
21/10/2023 03:00,0,0,0,0,0,0,0
21/10/2023 04:00,0,0,0,0,0,0,0
21/10/2023 05:00,1177.6,1461.5,1116,1398.5,2860,2293.6,4106.72304
21/10/2023 06:00,10635,11180,10481,11015,22195,21116,26117.78528
21/10/2023 07:00,9766.8,10274,9669.7,10169,20443,19436.5,21362.36475
21/10/2023 08:00,16224,17068,16104,16930,33998,32328,29416.15088
21/10/2023 09:00,25762,27363,25715,27287,54650,51477,43538.61792
21/10/2023 10:00,25417,26984,25372,26910,53894,50789,43189.46289
21/10/2023 11:00,28956,30887,29286,31216,62103,58242,54598.19019
21/10/2023 12:00,28356,30221,28498,30343,60564,56854,52321.94653
21/10/2023 13:00,27759,29556,27754,29520,59076,55513,53554.35107
21/10/2023 14:00,22895,24225,22851,24156,48381,45746,42503.95581
21/10/2023 15:00,22892,24221,22861,24166,48387,45753,40995.56946
21/10/2023 16:00,3713.7,4038.3,3603.1,3924.9,7963.2,7316.8,8374.61116
21/10/2023 17:00,0,235.56,0,229.31,464.87,0,362.80653
21/10/2023 18:00,0,0,0,0,0,0,0
21/10/2023 19:00,0,0,0,0,0,0,0
21/10/2023 20:00,0,0,0,0,0,0,0
21/10/2023 21:00,0,0,0,0,0,0,0
21/10/2023 22:00,0,0,0,0,0,0,0
21/10/2023 23:00,0,0,0,0,0,0,0
22/10/2023 00:00,0,0,0,0,0,0,0
22/10/2023 01:00,0,0,0,0,0,0,0
22/10/2023 02:00,0,0,0,0,0,0,0
22/10/2023 03:00,0,0,0,0,0,0,0
22/10/2023 04:00,0,0,0,0,0,0,0
22/10/2023 05:00,458.94,726.1,438.43,705.3,1431.4,897.37,1703.18506
22/10/2023 06:00,14328,15060,14148,14862,29922,28476,26855.95883
22/10/2023 07:00,25951,27572,25932,27526,55098,51883,51646.53638
22/10/2023 08:00,28523,30411,28711,30583,60994,57234,55454.58252
22/10/2023 09:00,27910,29729,27918,29706,59435,55828,51836.47998
22/10/2023 10:00,21589,22812,21475,22669,45481,43064,44211.33154
22/10/2023 11:00,23446,24827,23355,24705,49532,46801,44044.01807
22/10/2023 12:00,23686,25088,23624,24997,50085,47310,41382.14258
22/10/2023 13:00,21652,22878,21566,22766,45644,43218,42380.98169
22/10/2023 14:00,22771,24090,22726,24020,48110,45497,45720.31238
22/10/2023 15:00,20107,21211,20059,21145,42356,40166,37718.43054
22/10/2023 16:00,9066.2,9542.2,8785.5,9248.3,18790.5,17851.7,13400.40176
22/10/2023 17:00,79.199,338.16,69.759,328.7,666.86,148.958,564.93428
22/10/2023 18:00,0,0,0,0,0,0,0
22/10/2023 19:00,0,0,0,0,0,0,0
22/10/2023 20:00,0,0,0,0,0,0,0
22/10/2023 21:00,0,0,0,0,0,0,0
22/10/2023 22:00,0,0,0,0,0,0,0
22/10/2023 23:00,0,0,0,0,0,0,0
23/10/2023 00:00,0,0,0,0,0,0,0
23/10/2023 01:00,0,0,0,0,0,0,0
23/10/2023 02:00,0,0,0,0,0,0,0
23/10/2023 03:00,0,0,0,0,0,0,0
23/10/2023 04:00,0,0,0,0,0,0,0
23/10/2023 05:00,1055.7,1336.6,1003.3,1283,2619.6,2059,2884.80934
23/10/2023 06:00,5385.6,5753.6,5286,5650.6,11404.2,10671.6,9620.76465
23/10/2023 07:00,3718.8,4045.8,3650.4,3975.5,8021.3,7369.2,7247.76248
23/10/2023 08:00,6298.9,6692.3,6184.1,6572.8,13265.1,12483,12231.0448
23/10/2023 09:00,18183,19154,18033,18982,38136,36216,35283.32751
23/10/2023 10:00,20488,21625,20328,21436,43061,40816,38578.30591
23/10/2023 11:00,27197,28939,27202,28916,57855,54399,46178.7771
23/10/2023 12:00,28889,30809,29192,31108,61917,58081,51288.0918
23/10/2023 13:00,26910,28620,26896,28575,57195,53806,47004.53857
23/10/2023 14:00,22382,23668,22333,23595,47263,44715,44137.11816
23/10/2023 15:00,20377,21502,20331,21436,42938,40708,36462.63123
23/10/2023 16:00,10653,11194,10322,10845,22039,20975,14092.4693
23/10/2023 17:00,143.63,403.79,130.12,390.18,793.97,273.75,632.70272
23/10/2023 18:00,0,0,0,0,0,0,0
23/10/2023 19:00,0,0,0,0,0,0,0
23/10/2023 20:00,0,0,0,0,0,0,0
23/10/2023 21:00,0,0,0,0,0,0,0
23/10/2023 22:00,0,0,0,0,0,0,0
23/10/2023 23:00,0,0,0,0,0,0,0
24/10/2023 00:00,0,0,0,0,0,0,0
24/10/2023 01:00,0,0,0,0,0,0,0
24/10/2023 02:00,0,0,0,0,0,0,0
24/10/2023 03:00,0,0,0,0,0,0,0
24/10/2023 04:00,0,0,0,0,0,0,0
24/10/2023 05:00,1292.7,1579.4,1222.4,1507.7,3087.1,2515.1,4235.96016
24/10/2023 06:00,13747,14447,13573,14257,28704,27320,31012.40649
24/10/2023 07:00,25836,27446,25815,27397,54843,51651,52298.93506
24/10/2023 08:00,28030,29865,28074,29880,59745,56104,55430.14355
24/10/2023 09:00,29433,31418,29810,31800,63218,59243,57047.9873
24/10/2023 10:00,29550,31546,29938,31940,63486,59488,57753.87646
24/10/2023 11:00,29506,31496,29898,31895,63391,59404,58281.9624
24/10/2023 12:00,29295,31259,29677,31645,62904,58972,57768.72021
24/10/2023 13:00,28748,30651,29008,30902,61553,57756,56513.4375
24/10/2023 14:00,27508,29277,27501,29240,58517,55009,54058.22705
24/10/2023 15:00,24743,26240,24723,26194,52434,49466,45521.53931
24/10/2023 16:00,10746,11291,10412,10939,22230,21158,14741.46396
24/10/2023 17:00,140.6,400.72,128.49,388.53,789.25,269.09,651.18614
24/10/2023 18:00,0,0,0,0,0,0,0
24/10/2023 19:00,0,0,0,0,0,0,0
24/10/2023 20:00,0,0,0,0,0,0,0
24/10/2023 21:00,0,0,0,0,0,0,0
24/10/2023 22:00,0,0,0,0,0,0,0
24/10/2023 23:00,0,0,0,0,0,0,0
25/10/2023 00:00,0,0,0,0,0,0,0
25/10/2023 01:00,0,0,0,0,0,0,0
25/10/2023 02:00,0,0,0,0,0,0,0
25/10/2023 03:00,0,0,0,0,0,0,0
25/10/2023 04:00,0,0,0,0,0,0,0
25/10/2023 05:00,1022.3,1302.7,971.12,1250.3,2553,1993.42,3715.32753
25/10/2023 06:00,13542,14231,13371,14044,28275,26913,29915.42395
25/10/2023 07:00,21720,22957,21672,22885,45842,43392,42432.7771
25/10/2023 08:00,26918,28635,26899,28585,57220,53817,50377.51465
25/10/2023 09:00,29334,31307,29711,31687,62994,59045,23902.93433
25/10/2023 10:00,29506,31496,29893,31889,63385,59399,57348.16455
25/10/2023 11:00,29335,31304,29725,31700,63004,59060,57728.19189
25/10/2023 12:00,29266,31225,29648,31611,62836,58914,57739.76318
25/10/2023 13:00,28563,30444,28768,30636,61080,57331,55131.70801
